"","revenuegrowth","nopat","nopatmargin","investedcapital","investedcapitalturnover","investedcapitalincreasedecrease","freecashflow","netnonopex","netnonopobligations","ebit","depreciationandamortization","ebitda","capex","dfcfnwc","dfnwc","nwc","debt","ltdebtandcapleases","netdebt","totalcapital","marketcap","enterprisevalue","pricetorevenue","pricetoearnings","dividendyield","earningsyield","evtoinvestedcapital","evtorevenue","evtoebitda","evtoebit","evtonopat","evtoocf","evtofcff","ebitdagrowth","ebitgrowth","nopatgrowth","netincomegrowth","epsgrowth","ocfgrowth","fcffgrowth","investedcapitalgrowth","revenueqoqgrowth","ebitdaqoqgrowth","ebitqoqgrowth","nopatqoqgrowth","netincomeqoqgrowth","epsqoqgrowth","ocfqoqgrowth","fcffqoqgrowth","investedcapitalqoqgrowth","grossmargin","ebitdamargin","operatingmargin","ebitmargin","profitmargin","costofrevtorevenue","sgaextorevenue","rdextorevenue","opextorevenue","taxburdenpct","interestburdenpct","efftaxrate","assetturnover","arturnover","invturnover","faturnover","apturnover","dso","dio","dpo","ccc","finleverage","leverageratio","compoundleveragefactor","ltdebttoequity","debttoequity","roic","nnep","roicnnepspread","rnnoa","roe","croic","oroa","roa","noncontrollinginterestsharingratio","roce","divpayoutratio","augmentedpayoutratio","ocftocapex","stdebttocap","ltdebttocap","debttototalcapital","preferredtocap","noncontrolinttocap","commontocap","debttoebitda","netdebttoebitda","ltdebttoebitda","debttonopat","netdebttonopat","ltdebttonopat","altmanzscore","ebittointerestex","nopattointerestex","ebitlesscapextointerestex","nopatlesscapextointex","ocftointerestex","ocflesscapextointerestex","fcfftointerestex","currentratio","quickratio","dfcfnwctorev","dfnwctorev","nwctorev","normalizednopat","normalizednopatmargin","pretaxincomemargin","adjweightedavebasicsharesos","adjbasiceps","adjweightedavedilutedsharesos","adjdilutedeps","adjweightedavebasicdilutedsharesos","adjbasicdilutedeps","tangbookpriceratio","bookpriceratio","growth","CPIUSA","DGS10","DGS1","GDPC1","DGS5"
"90",-0.008481,2586434010.2,0.046869,3.8934e+10,1.3324,-4.964e+09,7550434010.2,118434010.2,2.2108e+10,3.636e+09,3.163e+09,6.799e+09,2.475e+09,1.464e+10,2.1981e+10,1.099e+10,2.9282e+10,1.8291e+10,2.1684e+10,4.6108e+10,49586714606.5,71350714606.5,0.8986,20.223,0.040585,0.049449,1.8326,1.293,10.4943,19.6234,27.5865,8.8557,9.4499,-0.216705,-0.349902,-0.381294,-0.351039,-0.321739,-0.2094,2.061327,-0.11308,-0.002855,-0.260094,-0.393697,-0.367105,-0.375822,-0.368932,-0.080881,1.26422,-0.248828,0.250834,0.123206,0.060054,0.065889,0.044723,0.749166,0.118313,0.043128,0.19078,0.782995,0.866887,0.219543,0.6508,6.8339,3.33,3.2797,6.3238,53.41,109.6095,57.7182,105.3012,1.1969,4.4976,3.8989,1.0871,1.7403,0.06245,0.005249,0.057201,0.068464,0.130914,0.182307,0.042883,0.029108,0.003899,0.130404,0.659238,2.376418,3.255354,0.238375,0.396699,0.635074,0,0.001735,0.363191,4.3068,3.1893,2.6902,11.3214,8.3837,7.0719,1.9478,7.5124,5.3439,2.3988,0.2302,16.6467,11.5331,15.6001,1.3942,0.8647,0.265294,0.398322,0.199152,2586434010.2,0.046869,0.057118,617200000,3.97,628900000,3.9,409300000,5.99,0.139608817325802,0.335132146556296,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"97",0.143527,44695483.4,0.088107,401806000,1.2931,18986000,25709483.4,1376483.4,26108000,71663000,20049000,91712000,14388000,80211000,109925000,109925000,93500000,93500000,58847000,469198000,1722504160.7,1781351160.7,3.3955,39.7632,0.003022,0.025149,4.4334,3.5115,19.4233,24.8573,39.8553,26.8989,69.2877,0.096181,0.093624,0.046684,0.060493,0.049505,0.252463,6.189613,0.049595,0.037932,0.016154,0.010363,-0.000684,0.001248,0.019231,0.030371,0.744546,-0.0177,0.43824,0.180789,0.141267,0.141267,0.085393,0.56176,0.273115,0.023858,0.296973,0.62369,0.969203,0.37631,0.9713,8.337,4.9348,10.1966,17.9314,43.7809,73.9647,20.3554,97.3902,0.1112,1.4792,1.4337,0.2489,0.2489,0.113928,0.035072,0.078856,0.008766,0.122694,0.065533,0.137214,0.082943,0,0.122694,0.085898,0.180406,4.602724,0,0.199276,0.199276,0,0,0.800724,1.0195,0.6416,1.0195,2.0919,1.3166,2.0919,7.8518,31.5279,19.6637,25.198,13.3337,29.1351,22.8051,11.3108,2.7166,1.4642,0.158117,0.216692,0.216692,44695483.4,0.088107,0.136916,40982342,1.06,40982342,1.06,40982342,1.06,0.0415760111297453,0.213775179106913,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"111",-0.01827,7416599678.3,0.161237,3.6385e+10,1.2246,-2.354e+09,9770599678.3,292599678.3,5.824e+09,8.445e+09,1.976e+09,1.0421e+10,2.183e+09,1.619e+09,2.3294e+10,6.12e+08,4.1745e+10,1.9063e+10,6.445e+09,7.2306e+10,161991709537,168677709537,3.5217,22.8222,0.041206,0.043817,4.6359,3.6671,16.1863,19.9737,22.7433,15.8905,17.2638,-0.184649,-0.218345,-0.035209,-0.174125,-0.157895,0.006925,0.760385,-0.060766,-0.003639,-0.116565,-0.137032,-0.069729,-0.116239,-0.125683,-0.017948,0.339995,-0.026071,0.611092,0.226553,0.211053,0.183595,0.154876,0.388908,0.374321,0,0.400039,0.763968,1.104204,0.236032,0.5053,9.8507,5.6105,3.108,1.902,37.0531,65.0569,191.9061,-89.7961,0.1738,2.8449,3.1414,0.6238,1.366,0.19745,0.052612,0.144838,0.025172,0.222622,0.260119,0.092762,0.078252,0.007937,0.220854,0.750983,1.335205,4.862574,0.313695,0.263643,0.577338,0,0.003333,0.419329,4.0059,0.6185,1.8293,5.6286,0.869,2.5703,3.3567,17.4845,15.3553,12.9648,10.8356,21.9772,17.4576,20.229,1.0189,0.8075,0.035197,0.506413,0.013305,8320373619.3,0.180886,0.202726,4.387e+09,1.62,4.45e+09,1.6,4381500000,1.62,0.0243718645311242,0.187170535372875,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"112",-0.022891,63430546.9,0.07912,484675000,1.6253,-17156000,80586546.9,-1402453.1,-322951000,86905000,25854000,112759000,20765000,234082000,557033000,557033000,0,0,-322951000,807626000,1577584170,1254633170,1.9678,24.333,0,0.041096,2.5886,1.565,11.1267,14.4368,19.7796,13.3823,15.5688,0.042655,0.087196,-0.009727,0.014522,-0.003861,-0.032237,0.499994,-0.034187,0.008883,0.068785,0.101541,0.106017,0.096894,0.09322,0.02598,0.251647,-0.033306,0.396861,0.14065,0.106513,0.108401,0.08087,0.603139,0.189947,0.096428,0.290349,0.742825,1.004304,0.257175,0.8222,6.5141,2.9045,7.3421,16.7519,56.032,125.6653,21.7886,159.9087,-0.3769,1.2318,1.2371,0,0,0.128596,0.004701,0.123895,-0.046692,0.081905,0.163378,0.089132,0.066494,0,0.081905,0,0.266809,4.514953,0,0,0,0,0,1,0,0,0,0,0,0,8.2367,1448.4167,1057.1758,1102.3333,711.0924,1562.55,1216.4667,1343.1091,5.7955,3.9034,0.291983,0.694817,0.694817,63430546.9,0.07912,0.108868,24936000,2.61,25197000,2.58,24900000,2.61,0.439581686429513,0.527873847167325,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"117",-0.093269,2030753.2,0.017055,58214984,1.99,-3238494,5269247.2,68880.2,-27805514,3180677,2482300,5662977,5525966,39095526,57435100,56910880,627823,103603,-29252012,86648321,72863442.3,43611430.3,0.6119,37.1397,0.094867,0.026925,0.7491,0.3663,7.7011,13.7114,21.4755,3.5829,8.2766,0.732819,1.93626,3.02242,3.048124,3.090909,14.739965,2.900179,-0.052698,-0.000698,-0.183871,-0.312287,-0.0884,-0.10373,-0.115385,-0.488046,-0.70211,-0.00141,0.354061,0.047559,0.027655,0.026712,0.016476,0.645939,0.324409,0,0.326406,0.616703,1.000173,0.383297,1.1684,6.4815,2.5543,7.1958,15.2673,56.3142,142.894,23.9073,175.3009,-0.3148,1.1671,1.1673,0.0012,0.0073,0.03394,-0.002506,0.036446,-0.011472,0.022467,0.088064,0.031211,0.019251,0,0.022467,3.128296,3.128296,2.202706,0.00605,0.001196,0.007246,0,0,0.992754,0.1109,-5.1655,0.0183,0.3092,-14.4045,0.051,5.7033,39.8376,25.435,-29.3745,-43.7772,152.454,83.2418,65.9968,5.3795,2.4763,0.328337,0.482358,0.477956,2177428.6,0.018287,0.026717,8622032,0.23,8640416,0.23,8500000,0.23,1.18057180420774,1.18057180420774,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"121",0.089558,27583286.1,0.081086,258990000,1.3085,-1946000,29529286.1,2512286.1,-139644000,42018000,13698000,55716000,4657000,83809000,228345000,228345000,0,0,-144536000,398634000,530677012.9,386141012.9,1.56,21.167,0.03734,0.047243,1.4909,1.1351,6.9305,9.1899,13.9991,12.4089,13.0765,0.198194,0.345609,0.370259,0.59912,0.58427,0.266143,0.416817,-0.007458,-0.020098,-0.039561,-0.042827,-0.037976,-0.003181,0.029197,-0.100324,-0.127028,0.047554,0.442084,0.163787,0.12352,0.12352,0.073701,0.557916,0.195415,0.104735,0.318564,0.656464,0.90892,0.343536,0.5907,5.5157,2.803,18.2428,10.8727,66.1746,130.2159,33.5704,162.8202,-0.3495,1.441,1.3098,0,0,0.106105,-0.017985,0.12409,-0.043372,0.062732,0.11359,0.07296,0.043533,0,0.062732,0.757927,3.436082,6.681984,0,0,0,0,0,1,0,0,0,0,0,0,7.3366,9.2327,6.0609,8.2094,5.0376,6.8376,5.8143,6.4885,4.7846,3.4119,0.246372,0.671261,0.671261,27583286.1,0.081086,0.112269,16217000,1.58,16513000,1.41,16300000,1.58,0.538542992180389,0.907278110530093,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"123",0.060788,174602009.3,0.030072,1501083000,3.9878,90283000,84319009.3,37563009.3,305245000,263467000,242507000,505974000,254902000,94635000,535679000,519280000,746289000,729890000,305245000,1942127000,2821963699.1,3127208699.1,0.486,20.5924,0.01213,0.048562,2.0833,0.5386,6.1806,11.8695,17.9105,13.0363,37.0878,0.159642,0.272277,0.300899,0.382096,0.364162,-0.310646,1.853245,0.063994,0.01449,0.012371,0.0097,0.12973,0.106608,0.107981,-0.036537,1.466085,-0.038275,0.2471,0.087146,0.046236,0.045378,0.023603,0.7529,0.111806,0,0.200864,0.650408,0.799709,0.349592,1.7553,8.6306,183.7721,3.5071,11.8061,42.2916,1.9862,30.9163,13.3614,0.2473,2.8338,2.2662,0.6104,0.6241,0.119924,0.130121,-0.010197,-0.002522,0.117402,0.057914,0.079651,0.041429,0,0.117402,0.209575,0.324864,0.941083,0.008444,0.37582,0.384264,0,0,0.615736,1.475,0.6033,1.4425,4.2742,1.7482,4.1803,3.4628,4.9287,3.2663,0.1602,-1.5022,4.4875,-0.2809,1.5774,1.6997,1.5637,0.016299,0.092262,0.089437,174602009.3,0.030072,0.036289,57390945,2.39,58018443,2.36,1957700000,0.07,0.292616469805617,0.423753993880649,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"127",-0.004194,204164090,0.059613,694444000,3.7791,-423623000,627787090,-32657910,-189817000,375157000,175073000,550230000,143793000,388090000,939742000,875191000,362488000,297937000,-189164000,1246749000,2012981737.4,1864286737.4,0.5878,9.425,0.012811,0.1061,2.6846,0.5443,3.3882,4.9694,9.1313,5.8426,2.9696,0.28829,0.562718,0.352402,0.773084,0.976879,0.171488,14.371982,-0.378889,-0.01195,0.160784,0.280382,0.045794,0.338355,0.436975,0.290516,53.777362,-0.462916,0.167238,0.16066,0.08773,0.109541,0.069149,0.832762,0.079508,0,0.079508,0.67951,0.928995,0.32049,1.3104,9.3985,6.0745,3.9952,10.1715,38.8359,60.0874,35.8847,63.0386,-0.1123,2.5599,2.3782,0.3369,0.4099,0.225283,0.284756,-0.059472,0.006681,0.231964,0.692726,0.143544,0.090613,0.101489,0.208422,0.140827,0.985343,2.219051,0.051775,0.238971,0.290747,0,0.03246,0.676794,0.6588,-0.3438,0.5415,1.7755,-0.9265,1.4593,4.0983,13.3328,7.2558,8.2225,2.1455,11.34,6.2297,22.311,2.7115,1.8081,0.113317,0.274393,0.255544,204164090,0.059613,0.101763,61402000,3.48,61402000,3.42,61402000,3.48,0.341362223726346,0.419175399618431,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"136",-0.013286,28527259.5,0.070608,230281000,1.6917,-17080000,45607259.5,2005259.5,-59508000,38888000,14681000,53569000,7998000,25911000,160419000,160419000,7.5e+07,7.5e+07,-59508000,364789000,589219484.2,529711484.2,1.4584,22.2163,0.011585,0.045012,2.3003,1.3111,9.8884,13.6215,18.5686,15.8839,11.6146,0.099235,1.001853,13.588737,7.750318,7.5,-0.112374,-0.311915,-0.069049,-0.004945,-0.105947,0.057803,0.033223,0.292369,0.591837,0.216273,-0.331036,-0.117478,0.321674,0.13259,0.104754,0.096252,0.065645,0.678326,0.151108,0.055846,0.216919,0.674037,1.011829,0.325963,0.8622,6.7584,9.1181,5.5238,6.0636,54.0068,40.0303,60.1956,33.8415,-0.1856,1.5979,1.6168,0.2588,0.2588,0.11945,-0.036836,0.156286,-0.029012,0.090439,0.190968,0.082988,0.056599,0,0.090439,0.202624,0.504336,4.169667,0,0.205598,0.205598,0,0,0.794402,1.4001,-1.1109,1.4001,2.6291,-2.086,2.6291,4.8663,16.7188,12.2645,13.2803,8.826,14.3375,10.899,19.6076,3.0057,2.3931,0.064133,0.397056,0.397056,31240931.6,0.077325,0.097391,33618000,0.79,34130000,0.78,33600000,0.79,0.375324906794145,0.491816035884476,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"138",0.110976,1422892358.3,0.074028,6.404e+09,3.1422,5.74e+08,848892358.3,-313107641.7,-1.689e+09,2.105e+09,4.55e+08,2.56e+09,7.98e+08,2.749e+09,5.143e+09,5.034e+09,1.686e+09,1.577e+09,-1.689e+09,9.779e+09,23373306097.6,22028306097.6,1.216,14.1571,0.026841,0.070636,3.4398,1.1461,8.6048,10.4648,15.4814,9.7212,25.9495,0.174851,0.187923,0.091197,0.093199,0.140329,0.08473,0.195668,0.098456,0.026818,0.036437,0.032875,-0.007408,0.003468,0.013483,0.056903,0.327406,-0.003113,0.2529,0.133188,0.103793,0.109516,0.090318,0.7471,0.108995,0.039228,0.149108,0.713229,1.156295,0.286771,1.2607,78.6135,5.4736,5.6185,8.3537,4.643,66.6837,43.6932,27.6334,-0.2336,1.9102,2.2087,0.1949,0.2083,0.232613,0.167931,0.064682,-0.01511,0.217503,0.138776,0.138069,0.113866,0.044102,0.207911,0.350806,0.736751,2.839599,0.011146,0.161264,0.17241,0,0.035177,0.792412,0.6586,-0.6598,0.616,1.1849,-1.187,1.1083,4.719,32.8906,22.2327,20.4219,9.7639,35.4063,22.9375,13.2639,2.2519,1.328,0.143021,0.267572,0.261901,1422892358.3,0.074028,0.126632,182637568,9.04,182637568,9.02,182637568,9.04,0.300694021663395,0.336376046977426,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"139",0.059037,194331544.7,0.086634,1870710000,1.0661,-466639000,660970544.7,80993544.7,392277000,282738000,118931000,401669000,66521000,550035000,1000151000,999082000,954348000,953279000,504232000,2432781000,3378378846,3882610846,1.5061,29.808,0.007554,0.033548,2.0755,1.7309,9.6662,13.7322,19.9793,11.7029,5.8741,0.116988,0.187461,0.181948,-0.178597,-0.197917,0.394989,8.172868,-0.199645,0.075411,-0.003424,0.008777,-0.001319,-0.212356,-0.216949,0.29286,1.019456,-0.097507,0.346176,0.179067,0.125884,0.126046,0.050527,0.653824,0.190048,0.030244,0.220292,0.458962,0.873402,0.311791,0.6542,4.0819,3.4888,4.603,8.6473,89.4201,104.621,42.2098,151.8313,0.3883,2.2624,1.976,0.6448,0.6455,0.092362,0.137636,-0.045275,-0.017579,0.074782,0.314145,0.082458,0.033054,0,0.074782,0.220694,0.796141,4.987387,0.000439,0.391847,0.392287,0,0,0.607713,2.376,1.2553,2.3733,4.9109,2.5947,4.9054,2.9472,7.899,5.4292,6.0406,3.5707,9.2688,7.4103,18.466,2.7467,1.6532,0.245209,0.445874,0.445397,194331544.7,0.086634,0.110089,48019000,2.36,49075000,2.31,4.8e+07,2.36,0.038740854075565,0.438218364390219,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"140",-0.022455,484846153.8,0.073273,1.35e+09,4.7079,-1.11e+08,595846153.8,156846153.8,1.7e+08,3.82e+08,2.18e+08,6e+08,2.34e+08,4.68e+08,1.758e+09,1.693e+09,1.653e+09,1.588e+09,1.59e+08,2.833e+09,3513895723.5,3772895723.5,0.531,11.2625,0.009875,0.08879,2.7947,0.5702,6.2882,9.8767,7.7816,7.3978,6.332,-0.182561,-0.182013,0.534389,0.261538,21.444444,-0.116118,0.543697,-0.075975,-0.006307,-0.182561,-0.228283,0.433024,0.247148,0.121951,-0.165303,0.495831,-0.079127,0.142814,0.090676,0.05773,0.05773,0.049569,0.857186,0.062113,0,0.085084,1.261538,0.680628,-0.269231,1.3189,7.0095,8.568,5.5119,7.1122,52.0719,42.6005,51.3201,43.3523,0.0841,3.8696,2.6338,1.3458,1.4008,0.344963,1.438956,-1.093992,-0.091975,0.252989,0.423939,0.076141,0.065378,0.222137,0.196791,0.14939,0.942073,2.179487,0.022944,0.560537,0.58348,0,0.035298,0.381221,2.755,0.265,2.6467,3.4093,0.3279,3.2753,2.4344,2.7883,3.539,1.0803,1.831,3.7226,2.0146,4.3492,2.3426,1.7145,0.070727,0.265679,0.255856,367500000,0.055539,0.039293,1.58e+08,1.97,173500000,1.84,158400000,1.97,0.233644383502309,0.307351977689174,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"147",0.058892,114444085.3,0.041847,446700000,5.2833,-141860000,256304085.3,-2555914.7,-108100000,151600000,73400000,2.25e+08,61500000,190500000,653300000,627700000,505400000,479800000,-4.1e+07,1060200000,2048641153.2,2030941153.2,0.7491,17.9077,0.04575,0.055842,4.5465,0.7426,9.0264,13.3967,17.7461,10.8665,7.924,4.892734,2.081312,1.608137,1.66289,1.617544,0.504831,44.011176,-0.241029,0.003062,0.868879,2.247783,2.372886,1.632882,1.707692,1.576438,37.802075,-0.458172,0.26554,0.082273,0.060333,0.055434,0.042782,0.73446,0.174931,0.034226,0.205207,0.756303,1.020449,0.306399,1.2086,6.4307,5.348,16.7473,8.7521,56.7586,68.2501,41.7043,83.3043,-0.1194,3.8496,3.9283,0.8648,0.911,0.221092,0.036421,0.184672,-0.022048,0.199045,0.495149,0.066997,0.051706,0.040278,0.191028,0.658974,0.675214,3.039024,0.024146,0.452556,0.476703,0,0.021977,0.501321,2.2462,-0.1822,2.1324,4.4161,-0.3583,4.1924,2.8462,4.828,3.6447,2.8694,1.6861,5.9522,3.9936,8.1626,1.6107,0.8427,0.069658,0.238884,0.229523,106953199.7,0.039108,0.056567,64500000,1.77,65200000,1.76,64600000,1.77,0.192028379096701,0.259438974546379,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"148",0.077167,64502633.5,0.072422,697579000,1.2631,-15154000,79656633.5,-1130366.5,-112588000,90324000,77302000,167626000,56286000,272864000,527590000,526239000,142138000,140787000,-112588000,952305000,1339736580,1269040580,1.5042,21.0392,0,0.04753,1.8192,1.4248,7.5707,14.0499,19.6742,9.4513,15.9314,0.416921,1.045149,1.44209,1.722909,1.339286,0.221865,2.118127,-0.021262,0.01444,0.978518,0.209837,0.218313,0.265093,0.18018,-0.036662,-0.165315,0.00725,0.311322,0.188206,0.094887,0.101413,0.073691,0.688678,0.150116,0.058537,0.216435,0.763245,0.952039,0.236755,0.7608,4.6813,3.3848,2.8188,7.276,77.9699,107.8334,50.1651,135.6383,-0.0924,1.5069,1.4346,0.1738,0.1754,0.091473,0.015751,0.075722,-0.006995,0.084478,0.112963,0.077153,0.056063,0.053305,0.079975,0.020356,0.020356,2.385531,0.001419,0.147838,0.149257,0,0.04399,0.806753,0.8479,-0.6717,0.8399,2.2036,-1.7455,2.1827,3.7221,20.8504,14.8898,7.8573,1.8967,30.9954,18.0023,18.388,4.5254,2.9676,0.306365,0.592364,0.590848,64502633.5,0.072422,0.09655,47184000,1.35,48594000,1.31,47200000,1.35,0.479212912586144,0.573453028654334,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"151",0.009492,249919404.3,0.101157,1141509000,2.323,155922000,93997404.3,-4588595.7,248960000,358299000,69033000,427332000,103270000,427182000,694782000,420140000,516560000,241918000,248960000,1409109000,5435563866.7,5684523866.7,2.2001,21.3571,0.019261,0.046823,4.9798,2.3009,13.3024,15.8653,22.7454,21.1966,60.4753,-0.023629,-0.039781,-0.017333,-0.001365,0.052023,-0.23547,-0.54646,0.158202,-0.001166,-0.024579,-0.033974,-0.026009,-0.021875,0.034091,-0.156133,-0.570571,0.13062,0.353153,0.172966,0.138003,0.145024,0.103014,0.646847,0.190136,0.025014,0.21515,0.733003,0.969059,0.266997,1.3391,5.814,6.1256,5.4897,8.4179,62.7793,59.5864,43.3598,79.0059,0.0346,1.7948,1.7393,0.271,0.5787,0.234986,-0.128888,0.363874,0.012602,0.247589,0.088381,0.194204,0.137948,0,0.247589,0.342229,1.92005,2.596892,0.194905,0.171682,0.366586,0,0,0.633414,1.2088,0.5826,0.5661,2.0669,0.9962,0.968,6.1256,32.32,22.5437,23.0046,13.2283,24.191,14.8756,8.4789,1.6483,1.0749,0.172905,0.281218,0.170055,249919404.3,0.101157,0.140537,139581380,1.82,141480267,1.82,139800000,1.82,0.124476856806151,0.176744249121603,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"158",-0.020415,2488728263.4,0.087613,1.2477e+10,1.8386,-5.946e+09,8434728263.4,-1147271736.6,-9.01e+08,4.69e+09,1.617e+09,6.307e+09,2.02e+09,6.665e+09,1.3699e+10,1.2277e+10,1.0655e+10,9.233e+09,2.859e+09,2.4033e+10,63250936062.1,66404936062.1,2.2267,17.4485,0,0.057311,5.3222,2.3377,10.5288,14.1588,26.6823,17.8893,7.8728,0.366039,0.556072,0.095296,-0.25216,-0.243243,0.167663,6.03926,-0.322749,0.043648,0.237152,0.350418,0.038328,0.1587,0.170149,0.000539,17.031412,-0.471403,0.378019,0.222031,0.120151,0.165106,0.128001,0.621981,0.172182,0.068929,0.257868,0.843033,0.919616,0.270809,0.557,5.0343,2.3829,2.47,3.9411,72.5027,153.1748,92.6135,133.0641,0.0417,3.4381,3.1618,0.6902,0.7965,0.161083,-1.856427,2.017509,0.084063,0.245146,0.545937,0.091971,0.071302,0.019856,0.240278,0.466447,1.016502,1.837624,0.059169,0.38418,0.443349,0.009861,0.002413,0.544376,1.6894,0.4533,1.4639,4.2813,1.1488,3.7099,2.652,12.4403,6.6014,7.0822,1.2433,9.8462,4.4881,22.3733,1.8893,0.889,0.234634,0.482257,0.432197,2835823093,0.099832,0.151834,914752000,3.95,914752000,3.92,914752000,3.95,0.0682094304208123,0.213387780424031,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"159",-0.015487,551170884.9,0.112994,2646415000,1.8201,-67199000,618369884.9,31737884.9,704572000,775271000,110277000,885548000,130888000,925069000,1375419000,1322288000,1154922000,1101791000,704572000,3096765000,7605024446.9,8319877446.9,1.5591,14.8139,0.014042,0.067504,3.1438,1.7056,9.3952,10.7316,15.0949,13.9952,13.4545,0.088729,0.096586,0.084508,0.063714,0.090909,0.218801,0.972943,-0.024764,-0.001654,0.032176,0.03808,0.007662,0.02584,0.013624,0.168575,0.457506,-0.096043,0.350597,0.181543,0.158526,0.158936,0.106487,0.649403,0.192071,0,0.192071,0.712778,0.939986,0.287222,0.9751,4.3596,3.0811,6.9182,5.1768,83.7235,118.4648,70.5066,131.6818,0.4035,2.6198,2.4625,0.5674,0.5948,0.20566,0.04119,0.16447,0.066369,0.272028,0.230734,0.154981,0.103837,0.004457,0.270816,0.163867,0.638431,4.541906,0.017157,0.355788,0.372945,0,0.00332,0.623735,1.3042,0.7956,1.2442,2.0954,1.2783,1.999,4.2866,12.8522,9.1371,10.6824,6.9673,9.8551,7.6853,10.2512,1.8984,1.0414,0.189646,0.28197,0.271078,551170884.9,0.112994,0.149398,136912000,3.75,136912000,3.72,136912000,3.79,0.0944068665406466,0.253985795927173,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"163",-0.022996,7691423.8,0.054668,68709788,2.1448,6225890,1465533.8,139622.8,-16198789,11922047,3415761,15337808,3634524,41060538,62259327,60473613,5e+06,3214286,-16198789,89908577,87079188.7,70880399.7,0.6189,11.5309,0.042008,0.086723,1.0316,0.5038,4.6213,5.9453,9.2155,6.7909,48.3649,0.085951,0.155458,0.117067,0.126765,0.130841,-0.030801,-0.851716,0.09964,0.01112,0.082605,0.122154,0.086532,0.091495,0.09009,0.050803,4.647079,-0.013401,0.227848,0.109015,0.08437,0.084737,0.053675,0.772152,0.143477,0,0.143477,0.64795,0.977594,0.35205,1.2009,7.5634,3.5544,5.1944,12.9225,48.2585,102.6891,28.2454,122.7022,-0.1803,1.4641,1.4313,0.0379,0.0589,0.117253,-0.009679,0.126932,-0.022882,0.094371,0.022342,0.101761,0.064459,0,0.094371,0.395507,0.395507,2.871765,0.019861,0.035751,0.055612,0,0,0.944388,0.326,-1.0561,0.2096,0.6501,-2.1061,0.4179,4.8223,44.631,28.7934,31.0249,15.1873,39.0735,25.4674,5.4863,5.3296,2.8452,0.291842,0.442515,0.429823,7691423.8,0.054668,0.082839,6200000,1.21,6200000,1.21,0,0.82,0.719386576818457,0.878279731385546,"1",1.62222297740821,2.53956,0.12112,2.52597,1.6416
"177",0.037476,10458518.9,0.0758,88744000,1.6409,9317000,1141518.9,-1358481.1,-1035000,16307000,4383000,20690000,2637000,51659000,54891000,37105000,21146000,3360000,-1035000,110925000,170652642.2,169617642.2,1.2368,14.4413,0.038153,0.069246,1.9113,1.2293,8.198,10.4015,16.2181,8.7903,148.5894,0.033054,0.0076,-0.03982,0.205201,0.166667,1.142334,-0.921064,0.117303,0.070212,0.009318,0.015253,0.058983,0.09033,0.076923,0.427536,1.324756,-0.000574,0.297612,0.149955,0.112368,0.118188,0.085646,0.702388,0.166248,0,0.185244,0.597331,1.21316,0.325431,1.0226,3.9186,4.5375,12.4128,49.5967,93.1461,80.4407,7.3594,166.2274,-0.0538,1.5183,1.842,0.0374,0.2355,0.12438,0.284112,-0.159732,0.008594,0.132974,0.013576,0.120857,0.08758,0,0.132974,0.447999,0.447999,7.317406,0.160343,0.030291,0.190633,0,0,0.809367,1.022,-0.05,0.1624,2.0219,-0.099,0.3213,5.3864,36.481,23.3971,30.5817,17.4978,43.1678,37.2685,2.5537,2.1688,1.1145,0.374408,0.397833,0.268926,10458518.9,0.0758,0.143381,13853000,0.85,13853000,0.84,13853000,0.85,0.345233972330286,0.504473930210845,"0",1.62222297740821,2.53956,0.12112,2.52597,1.6416
