"","revenuegrowth","nopat","nopatmargin","investedcapital","investedcapitalturnover","investedcapitalincreasedecrease","freecashflow","netnonopex","netnonopobligations","ebit","depreciationandamortization","ebitda","capex","dfcfnwc","dfnwc","nwc","debt","ltdebtandcapleases","netdebt","totalcapital","marketcap","enterprisevalue","pricetorevenue","pricetoearnings","dividendyield","earningsyield","evtoinvestedcapital","evtorevenue","evtoebitda","evtoebit","evtonopat","evtoocf","evtofcff","ebitdagrowth","ebitgrowth","nopatgrowth","netincomegrowth","epsgrowth","ocfgrowth","fcffgrowth","investedcapitalgrowth","revenueqoqgrowth","ebitdaqoqgrowth","ebitqoqgrowth","nopatqoqgrowth","netincomeqoqgrowth","epsqoqgrowth","ocfqoqgrowth","fcffqoqgrowth","investedcapitalqoqgrowth","grossmargin","ebitdamargin","operatingmargin","ebitmargin","profitmargin","costofrevtorevenue","sgaextorevenue","rdextorevenue","opextorevenue","taxburdenpct","interestburdenpct","efftaxrate","assetturnover","arturnover","invturnover","faturnover","apturnover","dso","dio","dpo","ccc","finleverage","leverageratio","compoundleveragefactor","ltdebttoequity","debttoequity","roic","nnep","roicnnepspread","rnnoa","roe","croic","oroa","roa","noncontrollinginterestsharingratio","roce","divpayoutratio","augmentedpayoutratio","ocftocapex","stdebttocap","ltdebttocap","debttototalcapital","preferredtocap","noncontrolinttocap","commontocap","debttoebitda","netdebttoebitda","ltdebttoebitda","debttonopat","netdebttonopat","ltdebttonopat","altmanzscore","ebittointerestex","nopattointerestex","ebitlesscapextointerestex","nopatlesscapextointex","ocftointerestex","ocflesscapextointerestex","fcfftointerestex","currentratio","quickratio","dfcfnwctorev","dfnwctorev","nwctorev","normalizednopat","normalizednopatmargin","pretaxincomemargin","adjweightedavebasicsharesos","adjbasiceps","adjweightedavedilutedsharesos","adjdilutedeps","adjweightedavebasicdilutedsharesos","adjbasicdilutedeps","tangbookpriceratio","bookpriceratio","growth","CPIUSA","DGS10","DGS1","GDPC1","DGS5"
"1132",0.309923,95699163.9,0.039172,588226000,4.1709,4982000,90717163.9,23078163.9,140507000,93198000,53265000,146463000,31708000,14259000,132592000,132592000,386032000,386032000,140507000,833751000,878840240,1019347240,0.3597,12.1017,0,0.082633,1.7329,0.4172,6.9598,10.9374,10.6516,9.5729,11.2365,2.124344,33.586713,6.711165,2.584401,2.453704,5.551917,1.285398,0.008542,0.042647,-0.068361,-0.055745,0.009992,0.079016,0.039735,-0.136468,0.051618,0.051647,0.158997,0.05995,0.03846,0.038148,0.029725,0.841003,0.10155,0,0.120536,1.018499,0.765059,-0.018499,1.9601,21.7922,7.5582,5.4213,34.9032,16.7491,48.292,10.4575,54.5837,0.4345,3.0526,2.3354,0.8622,0.8622,0.163383,0.130076,0.033307,0.014473,0.177856,0.154877,0.074773,0.058264,0,0.177856,0,0,3.358238,0,0.463006,0.463006,0,0,0.536994,2.6357,0.9593,2.6357,4.0338,1.4682,4.0338,2.5916,2.3146,2.3767,1.5271,1.5893,2.6446,1.8571,2.253,1.2815,0.51,0.005837,0.054273,0.054273,66049200,0.027035,0.029185,45543000,1.58,45583000,1.57,4.6e+07,1.58,0.357209543568465,0.509445020746888,"0",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"11382",0.134682,55647942.3,0.094119,359535000,1.7728,52052000,3595942.3,394942.3,-211102000,77074000,11914000,88988000,3023000,128301000,406543000,382171000,60579000,36207000,-217663000,631216000,1328222548.5,1247898548.5,2.2465,31.933,0.01697,0.031316,3.4709,2.1106,14.0232,16.1909,22.4249,34.7691,347.0296,0.092896,0.166321,0.294359,0.277585,0.242991,-0.342222,-0.934289,0.169284,0.025594,-0.046043,-0.007776,0.032102,0.021822,0.007576,-0.296351,-0.895284,-0.107036,0.636423,0.150508,0.132977,0.130357,0.093451,0.363577,0.499855,0,0.503446,0.707782,1.012858,0.292218,0.8098,5.0232,1.837,57.9487,4.2102,72.6622,198.69,86.694,184.6582,-0.3673,1.385,1.4028,0.0635,0.1062,0.166856,-0.00204,0.168895,-0.062041,0.104815,0.010782,0.105568,0.07568,0.2377,0.079901,0.492842,0.492842,11.872643,0.038611,0.057361,0.095972,0,0.217578,0.68645,0.6808,-2.446,0.4069,1.0886,-3.9114,0.6506,6.2849,38.6918,27.9357,37.1742,26.4181,18.0176,16.5,1.8052,3.287,2.402,0.216999,0.687598,0.646377,57150563.5,0.09666,0.132034,31172285,1.33,31305101,1.33,31300000,1.33,0.175274478180137,0.32622321759125,"1",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"11391",0.06887,219324332.1,0.074474,2460161000,1.2093,49645000,169679332.1,118585332.1,1271959000,152356000,291904000,444260000,159883000,296661000,654239000,650239000,1629537000,1625537000,1271959000,2817739000,3100240000,4372199000,1.0527,30.775,0,0.032494,1.7772,1.4846,9.8415,28.6973,19.9349,15.3036,25.7674,0.160614,0.651717,1.693198,3.526497,3.550725,0.10043,1.392069,0.020595,0.019134,-0.012079,-0.035715,28.623457,25.288883,24.142857,-0.054813,0.991267,0.026496,0.299596,0.150853,0.043387,0.051734,0.034207,0.700404,0.15506,0,0.256209,1.716489,0.38521,-0.716489,0.7972,5.3679,11.6391,1.8411,9.0914,67.9972,31.3599,40.148,59.2092,1.1434,3.2513,1.2524,1.3681,1.3714,0.090059,0.091281,-0.001222,-0.001398,0.088661,0.069674,0.041241,0.027269,0,0.088661,0,0.486118,1.786919,0.00142,0.576894,0.578314,0,0,0.421686,3.668,2.8631,3.659,7.4298,5.7994,7.4116,2.1335,1.626,2.3407,-0.0803,0.6344,3.0491,1.3428,1.8109,2.2906,1.8309,0.100735,0.222154,0.220796,89442500,0.030371,0.019929,57072000,1.77,57200000,1.76,56900000,1.77,0.077590405904059,0.383261992619926,"0",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"1157",0.249232,52687128.2,0.222584,127322000,2.0879,27904000,24783128.2,744128.2,-51822000,73990000,3969000,77959000,4436000,46668000,161325000,141395000,62835000,42905000,-51822000,241979000,849816631.6,797994631.6,3.5902,16.3606,0,0.061123,6.2675,3.3712,10.2361,10.7852,15.1459,13.5439,32.1991,0.418984,0.386853,-0.352238,-0.362295,-0.340726,0.107354,4.633428,0.280674,-0.126742,-0.182982,-0.19429,-0.47702,-0.481379,-0.470016,-0.187918,-0.026013,0.039168,0.857571,0.329348,0.312581,0.312581,0.21944,0.142429,0.301706,0.137753,0.54499,0.712084,0.985876,0.287916,0.9774,4.9306,8.5819,46.7062,2.5257,74.0271,42.5314,144.5157,-27.9572,-0.3137,1.4662,1.4455,0.2395,0.3508,0.464736,-0.014361,0.479097,-0.150283,0.314453,0.218604,0.305504,0.214472,0,0.314453,0,0.843078,13.282011,0.082363,0.177309,0.259671,0,0,0.740329,0.806,-0.6647,0.5504,1.1926,-0.9836,0.8143,8.1535,65.132,46.3795,61.2271,42.4746,51.8653,47.9604,21.8161,3.9892,3.5618,0.197155,0.681539,0.597342,53760951.6,0.22712,0.308166,15102890,3.44,15908211,3.27,15100000,3.44,0.136593036315987,0.210803070011232,"0",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"11613",0.048548,2635410758.4,0.115956,6256200000,3.9812,1094800000,1540610758.4,-1748089241.6,497300000,5642800000,1076300000,6719100000,1641300000,-3375700000,392300000,42400000,4916400000,4566500000,497300000,10675300000,79360532946.4,79864632946.4,3.4918,18.106,0.018981,0.05523,12.7657,3.514,11.8862,14.1534,30.3044,17.5296,51.8396,0.354821,0.441918,0.001684,0.520623,0.555556,-0.007775,-0.442672,0.212113,0.015223,0.370154,0.470705,0.053647,0.519463,0.563452,0.071546,-0.394158,0.102453,0.303354,0.295636,0.163757,0.24828,0.192871,0.696646,0.086727,0,0.139597,0.708101,1.097062,0.291899,1.3971,26.4752,12.5069,4.6114,20.9073,13.7865,29.1839,17.458,25.5124,-0.0125,2.814,3.0872,0.7929,0.8537,0.46164,24.211762,-23.750122,0.29662,0.75826,0.269866,0.346867,0.269457,0.00115,0.757388,0.3455,1.083586,2.775848,0.032777,0.427763,0.46054,0,0.000637,0.538823,0.7317,0.074,0.6796,1.8655,0.1887,1.7327,6.4085,59.649,27.8585,42.2992,10.5086,48.1607,30.8108,16.2855,1.0062,0.6753,-0.148529,0.017261,0.001866,2763647871.7,0.121599,0.272378,1.421e+09,3.08,1434600000,3.08,1424200000,3.08,0.010424143654225,0.0721484619050842,"1",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"11643",0.046067,39092522.7,0.154443,166269000,1.498,-5396000,44488522.7,-873477.3,-47835000,59479000,14314000,73793000,2658000,38367000,92629000,92629000,0,0,-55319000,214104000,1176455430.9,1121136430.9,4.6478,29.4364,0.006381,0.033972,6.7429,4.4293,15.193,18.8493,28.6791,22.3561,25.2006,0.089389,0.097925,0.148952,0.118838,0.110526,0.042837,1.180327,-0.031433,0.002217,-0.028886,-0.036481,-0.025393,-0.048746,-0.04955,-0.034333,1.300689,0.022495,0.416711,0.291534,0.227382,0.234983,0.157893,0.583289,0.189159,0,0.189329,0.67922,0.989274,0.32078,0.9647,7.092,5.3187,7.1971,11.3978,51.4666,68.6257,32.0236,88.0687,-0.1327,1.3467,1.3322,0,0,0.231362,0.033777,0.197585,-0.026226,0.205136,0.263297,0.226697,0.152326,0,0.205136,0.163439,0.163439,18.867193,0,0,0,0,0,1,0,0,0,0,0,0,18.9314,93.2273,61.2735,89.0611,57.1074,78.6034,74.4373,69.7312,4.2116,3.094,0.151576,0.365949,0.365949,39121729.2,0.154558,0.232463,9281877,4.27,9384426,4.22,9300000,4.27,0.105651420477244,0.190750289075633,"0",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"1167",0.106069,2567232942.8,0.15651,1.9999e+10,0.8007,-9.75e+08,3542232942.8,472232942.8,8.703e+09,3.682e+09,1.714e+09,5.396e+09,1.41e+09,2.6e+09,7.126e+09,5.712e+09,1.3229e+10,1.1815e+10,8.703e+09,2.4525e+10,26965546694,38987546694,1.6439,14.8407,0,0.067382,1.9495,2.3769,7.2253,10.5887,15.1866,8.3557,11.0065,41.571429,2.342326,1.849906,1.520497,1.39557,0.248595,-0.238294,-0.046486,0.042188,0.135044,0.267906,0.732247,0.929098,0.329787,0.122984,-0.359107,0.008675,0.269646,0.328964,0.224959,0.224471,0.127721,0.730354,0.02908,0,0.044687,0.721916,0.788159,0.304273,0.4396,13.4011,3.7514,0.7099,4.8998,27.2365,97.2978,74.4929,50.0414,0.9935,3.6306,2.8615,1.0459,1.1711,0.125313,0.046252,0.079061,0.07855,0.203863,0.172906,0.098688,0.056152,0.317472,0.139142,0.08401,0.08401,3.30922,0.057655,0.481753,0.539409,0,0.135331,0.32526,2.4516,1.6129,2.1896,5.153,3.39,4.6022,1.0188,4.7205,3.2913,2.9128,1.4836,5.9821,4.1744,4.5413,2.1624,1.1901,0.158508,0.434433,0.348229,2680636457.6,0.163424,0.176919,1.447e+09,1.25,1.454e+09,1.25,1453600000,1.25,0.295819509632751,0.295819509632751,"0",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"11741",-0.046133,508721120.2,0.081659,3014200000,1.8389,-747300000,1256021120.2,43221120.2,875200000,655600000,196100000,851700000,248500000,2323100000,2436500000,2144700000,988600000,696800000,875200000,3127600000,3779964216.6,4655164216.6,0.6068,8.7662,0.018921,0.114075,1.5444,0.7472,5.4657,7.1006,9.1507,2.5866,3.7063,-0.080138,-0.134064,-0.080115,-0.100657,-0.067176,1.515304,0.09426,-0.198671,-0.004681,-0.021147,-0.038991,-0.033525,-0.042969,-0.061444,1.310566,0.087966,-0.185835,0.355661,0.136714,0.105236,0.105236,0.074721,0.644339,0.297441,0,0.250425,0.775963,0.91504,0.224037,1.0139,5.2446,1.5694,7.5687,11.3537,69.5954,232.5749,32.1481,270.0221,0.5504,2.8118,2.5729,0.3258,0.4622,0.15016,0.035935,0.114225,0.062873,0.213034,0.370743,0.106704,0.075764,0,0.213034,0.220623,1.208808,7.242254,0.093298,0.222791,0.316089,0,0,0.683911,1.1607,1.0276,0.8181,1.9433,1.7204,1.3697,3.4935,11.7702,9.1332,7.3088,4.6718,32.3106,27.8492,22.5498,2.6279,0.6329,0.372901,0.391104,0.344265,508721120.2,0.081659,0.096295,60100000,6.17,60100000,6.11,60500000,6.17,0.269060547399818,0.66804702145487,"0",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"11811",0.091701,34015374.1,0.097901,190200000,1.9742,28410000,5605374.1,-7807625.9,21470000,42909000,11308000,54217000,21055000,90450000,93534000,93162000,24554000,24182000,21470000,193284000,1273495315.5,1294969315.5,3.6653,31.1925,0.013245,0.032059,6.8085,3.7271,23.8849,30.1794,38.0701,38.6893,231.0228,0.01858,0.022251,0.162052,0.341169,0.340659,0.697226,3.53847,0.175598,0.020705,0.002923,-0.001536,0.152048,0.116203,0.119266,-0.024851,-0.361284,0.019927,0.218784,0.156043,0.123498,0.123498,0.120372,0.781216,0.095286,0,0.095286,0.792733,1.229532,0.207267,1.4923,11.4988,3.1561,3.5482,10.1039,31.7424,115.6506,36.1246,111.2685,0.1174,1.4782,1.8175,0.1433,0.1455,0.193275,-0.422399,0.615674,0.07225,0.265524,0.03185,0.184292,0.179627,2.5e-05,0.265518,0.415561,0.527054,1.589694,0.001925,0.125111,0.127036,2.1e-05,0,0.872943,0.4529,0.396,0.446,0.7219,0.6312,0.7109,14.1457,36.2407,28.7292,18.4578,10.9463,28.2694,10.4865,4.7343,3.2405,0.9002,0.260327,0.269203,0.268132,34015374.1,0.097901,0.151844,16700000,2.44,16700000,2.44,16746731,2.44,0.132329631713738,0.132329631713738,"0",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"11862",0.053332,28416100.7,0.053402,276708000,1.9746,14454000,13962100.7,2925100.7,7476000,42568000,16978000,59546000,9464000,96863000,206313000,206111000,116926000,116724000,7476000,386158000,987369482,994845482,1.8555,38.734,0.012835,0.025817,3.5953,1.8696,16.7072,23.3707,35.0099,37.7193,71.2533,0.453547,0.748532,0.596417,0.795647,0.824427,-0.194066,-0.399968,0.055115,0.02729,0.063853,0.083321,0.08914,0.099745,0.101382,-0.331415,-0.465942,0.042564,0.280077,0.111903,0.082062,0.079997,0.047905,0.719923,0.166259,0.031756,0.198015,0.650745,0.920222,0.349255,1.0812,7.1164,4.3999,7.1666,10.4129,51.29,82.956,35.0526,99.1934,0.0416,1.9024,1.7506,0.4335,0.4343,0.105448,0.271572,-0.166124,-0.006916,0.098531,0.051811,0.08649,0.051793,0,0.098531,0.494959,0.494959,2.786877,0.000523,0.30227,0.302793,0,0,0.697207,1.9636,0.1255,1.9602,4.1148,0.2631,4.1077,5.6854,9.0015,6.0089,7.0002,4.0076,5.5773,3.576,2.9524,3.287,2.0996,0.182032,0.387718,0.387339,28416100.7,0.053402,0.073615,10705000,2.39,10740000,2.39,10600000,2.39,0.162050290871249,0.290082055242691,"1",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"11983",0.10289,1400243898.6,0.068415,4906100000,4.6677,1042600000,357643898.6,19343898.6,460100000,1612400000,427700000,2040100000,594500000,267300000,1767700000,1758700000,1960500000,1951500000,460100000,6406500000,11910007421.3,12665607421.3,0.5819,9.0681,0.011634,0.110277,2.5816,0.6188,6.2083,7.8551,9.0453,7.1031,35.414,0.134019,0.134854,0.324548,0.32715,0.394599,0.101155,-0.631123,0.269859,0.036477,0.04092,0.038984,0.135623,0.142184,0.158978,0.042932,0.807027,0.004299,0.111941,0.099678,0.07858,0.07878,0.06747,0.888059,0.031035,0,0.033361,0.9045,0.946849,0.129364,1.8737,6.8482,16.3283,9.1397,6.2592,53.2983,22.3538,58.3138,17.3383,0.148,2.8599,2.7079,0.4389,0.441,0.31934,0.034216,0.285125,0.042204,0.361544,0.081564,0.147612,0.126418,0.056448,0.341136,0.158809,0.485046,2.999327,0.001405,0.304613,0.306017,0,0.046125,0.647858,0.961,0.2255,0.9566,1.4001,0.3286,1.3937,3.7771,18.8145,16.3389,11.8775,9.4019,20.8063,13.8693,4.1732,1.3623,0.9746,0.01306,0.086368,0.085929,1400243898.6,0.068415,0.074593,68542363,18.79,69277981,18.59,69900000,18.79,0.230831064126115,0.348488386049826,"0",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"1202",0.029873,41696166.7,0.05099,819520000,0.9775,-34140000,75836166.7,10736166.7,275500000,87250000,48190000,135440000,36800000,161810000,189390000,189390000,303080000,303080000,275500000,847100000,1230239241,1505739241,1.5044,39.7364,0,0.025166,1.8373,1.8413,11.1174,17.2578,36.1122,12.5416,19.8552,77.744186,2.960234,2.454906,1.777889,1.761364,0.491985,0.165796,-0.039993,0.011979,6.098532,4.121646,3.575696,1.955851,1.930556,0.125105,0.05428,-0.045694,0.268288,0.165627,0.109044,0.106697,0.03786,0.731712,0.157923,0,0.159244,0.467603,0.758854,0.532397,0.7845,7.3081,3.7893,4.4273,8.2714,49.9446,96.3238,44.1282,102.1402,0.6031,1.9975,1.5158,0.5571,0.5571,0.049841,0.034113,0.015727,0.009484,0.059325,0.090649,0.083699,0.0297,0,0.059325,0,0,3.2625,0,0.357785,0.357785,0,0,0.642215,2.2377,2.0341,2.2377,7.2688,6.6073,7.2688,2.4427,4.1469,1.9818,2.3978,0.2327,5.7063,3.9572,3.6044,2.5539,1.147,0.197875,0.231602,0.231602,63175000,0.077256,0.080967,45682627,0.68,45990252,0.67,45500000,0.68,0.0247177570093458,0.442205607476636,"1",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"12143",-0.088141,1698318.9,0.008743,10168000,18.1786,-1036000,2734318.9,419318.9,-6337000,4693000,1497000,6190000,2935000,1771000,14565000,12565000,6457000,4457000,-6337000,22962000,67368280,61031280,0.3468,52.6726,0,0.018985,6.0023,0.3142,9.8597,13.0047,35.9363,9.8772,22.3205,-0.302692,-0.47133,-0.776662,-0.739139,-0.742857,1.34943,2.18595,-0.092467,0.002762,0.324631,0.521232,-0.12027,0.027309,0,-0.006592,-0.359869,-0.025307,0.819929,0.031865,0.028251,0.024159,0.006584,0.180071,0.309688,0,0.791678,0.30946,0.880673,0.69054,4.2151,171.9849,1.8316,51.6023,8.4228,2.1223,199.2787,43.3346,158.0664,-0.3109,2.9717,2.6171,0.27,0.3912,0.158929,-0.08696,0.245889,-0.076456,0.082474,0.255879,0.101832,0.027753,0,0.082474,0,0.195465,2.105281,0.0871,0.194103,0.281204,0,0,0.718796,1.0431,-1.0237,0.72,3.802,-3.7313,2.6244,3.0572,8.3804,3.0327,3.1393,-2.2084,11.0339,5.7929,4.8827,1.5528,0.6308,0.009117,0.074978,0.064682,3841600,0.019776,0.021276,13956000,0.09,14153000,0.09,15900000,0.09,0.227457983193277,0.245,"1",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"12513",-0.023059,9331425829.5,0.195263,2.9885e+10,1.6733,2.651e+09,6680425829.5,-349574170.5,-3.5665e+10,1.1772e+10,2.253e+09,1.4025e+10,8.51e+08,-6.553e+09,6.5035e+10,5.4796e+10,3.5923e+10,2.5684e+10,-3.5665e+10,1.01473e+11,165589602684.2,129924602684.2,3.465,17.1046,0,0.058464,4.3475,2.7187,9.2638,11.0367,13.9233,9.1329,19.4486,-0.040566,-0.048804,-0.102657,-0.089361,-0.08134,0.05113,-0.22894,0.097342,-0.0045,-0.005037,-0.003218,-0.003419,0.007493,0.010526,0.025223,0.031975,0.017812,0.622884,0.293478,0.248007,0.246333,0.202578,0.377116,0.041746,0.127247,0.374877,0.787329,1.044512,0.212671,0.3722,10.6068,12.5633,14.2632,16.7569,34.4118,29.053,21.7821,41.6827,-0.5571,1.9913,2.08,0.3918,0.548,0.326736,0.009731,0.317005,-0.1766,0.150136,0.233913,0.091679,0.075395,5.4e-05,0.150128,0.582481,1.031608,16.716804,0.100904,0.253112,0.354015,0,0,0.645985,2.5614,-2.543,1.8313,3.8497,-3.822,2.7524,2.9182,13.1091,10.3913,12.1615,9.4437,15.8419,14.8942,7.4392,2.8712,2.7603,-0.137124,1.360878,1.146624,9722728448.3,0.203451,0.257298,4.959e+09,1.94,4.994e+09,1.92,4987500000,1.94,0.179442643908144,0.360373367515762,"1",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"12672",0.12859,704608427.5,0.072483,6446900000,1.5638,461400000,243208427.5,83608427.5,1.747e+09,657700000,218400000,876100000,1.34e+08,2285200000,2439600000,2347600000,1901400000,1809400000,1.747e+09,6601300000,6032322543.7,7812122543.7,0.6205,9.8342,0.021738,0.101686,1.2118,0.8036,8.9169,11.8779,11.0872,19.5793,32.1211,0.190677,0.28007,0.889498,1.009059,1.004808,-0.363128,0.574086,0.077086,0.033467,0.025398,0.035911,0.63104,0.633781,0.64497,-0.087374,-0.179458,0.031273,0.286781,0.090124,0.068141,0.067658,0.063882,0.713219,0.195741,0,0.21864,1.06372,0.887639,-0.06372,1.2823,9.4955,4.2553,5.8587,21.3691,38.4393,85.7749,17.0807,107.1335,0.4002,1.7077,1.5158,0.385,0.4046,0.11335,0.047058,0.066292,0.02653,0.139881,0.039125,0.086755,0.081914,0.007107,0.138887,0.21256,0.252818,2.977612,0.013937,0.274098,0.288034,0,0.004969,0.706997,2.1703,1.9941,2.0653,2.6985,2.4794,2.568,3.8324,8.8999,9.5346,7.0866,7.7214,5.3992,3.5859,3.291,4.3361,1.7645,0.235079,0.250962,0.241498,466620000,0.048001,0.060056,72851000,8.42,72851000,8.34,72851000,8.42,0.283870626625422,0.773681660712616,"0",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"1339",0.037242,7884362.8,0.092181,60719000,1.4512,3565000,4319362.8,220362.8,-18330000,6478000,2479000,8957000,1392000,29347000,47677000,47677000,0,0,-18330000,79049000,103869900,85385900,1.2144,13.5813,0,0.073631,1.4062,0.9983,9.5329,13.1809,10.8298,11.745,19.7682,0.348946,0.685662,1.154203,1.201034,1.086957,-0.050046,3.147858,0.062375,0.010455,0.04699,0.070744,0.358064,0.368816,0.333333,-0.060966,-0.251746,0.014452,0.306696,0.104722,0.075715,0.075739,0.089605,0.693304,0.175597,0.055383,0.230981,1.217474,0.971751,-0.217474,0.9403,6.1454,2.3823,10.9873,7.376,59.3945,153.2103,49.4851,163.1196,-0.1976,1.2384,1.2034,0,0,0.133777,-0.015179,0.148956,-0.029441,0.104337,0.073288,0.071214,0.084252,-0.002205,0.104567,0,0,5.222701,0,0,0,0,-0.001948,1.001948,0,0,0,0,0,0,3.9308,35.3989,43.0839,27.7923,35.4774,39.7268,32.1202,23.6031,4.3483,2.3104,0.343115,0.557424,0.557424,4533200,0.053001,0.073599,15528000,0.49,15858000,0.48,15600000,0.49,0.497358778625954,0.762519083969466,"1",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"1343",0.095856,69858934.6,0.063842,1006090000,1.112,44022000,25836934.6,13744934.6,391474000,117478000,47796000,165274000,33836000,22737000,30590000,12429000,399327000,381166000,391474000,1013943000,1918534369.1,2310008369.1,1.7533,34.1899,0.012343,0.029248,2.296,2.111,13.9768,19.6633,33.0668,18.4373,89.4072,-0.009398,-0.046174,-0.096678,-0.146789,-0.137755,-0.144877,1.398335,0.045758,-0.002328,-0.018458,-0.03166,-0.080375,-0.096087,-0.096257,-0.084626,-0.255947,0.012295,0.384772,0.151039,0.106885,0.107359,0.051281,0.615228,0.277886,0,0.277886,0.597294,0.799699,0.402706,0.921,89.8656,4.8136,2.7578,8.0259,4.0616,75.8271,45.478,34.4107,0.6558,1.9991,1.5986,0.6202,0.6497,0.070989,0.035265,0.035724,0.023428,0.094417,0.026255,0.098881,0.047231,0,0.094417,0.420733,0.420733,3.702861,0.017911,0.375924,0.393836,0,0,0.606164,2.4162,2.3686,2.3063,5.7162,5.6038,5.4562,3.7642,4.9925,2.9688,3.5545,1.5309,5.3245,3.8865,1.098,1.0636,0.106,0.020779,0.027955,0.011358,69858934.6,0.063842,0.085855,32779000,1.68,33352000,1.69,33100000,1.68,0.0249714664130387,0.329358128652133,"1",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"1407",0.058652,8176554.7,0.018848,215451000,2.0416,5915000,2261554.7,1953554.7,-81157000,36807000,21836000,58643000,14665000,91238000,172395000,172395000,0,0,-81157000,296608000,1011881351.5,930724351.5,2.3325,162.6035,0,0.00615,4.3199,2.1454,15.871,25.2866,113.8284,23.8819,411.5418,0.441887,1.015607,1.111416,1.036322,1,-0.340307,-0.892228,0.028229,0.019647,0.300519,0.60512,8.608169,3.385483,2.777778,0.307566,1.541171,-0.068868,0.785542,0.135177,0.094073,0.084843,0.014345,0.214458,0.165747,0.068461,0.691469,0.171004,0.988698,0.799648,1.116,7.1538,1.2861,9.2249,5.7317,51.022,283.7943,63.6809,271.1354,-0.2412,1.3881,1.3724,0,0,0.038479,-0.028921,0.0674,-0.016257,0.022222,0.010643,0.094686,0.016009,0,0.022222,0,0,2.657484,0,0,0,0,0,1,0,0,0,0,0,0,7.7064,88.4784,19.6552,53.226,-15.5972,93.6827,58.4303,5.4364,3.1711,1.8209,0.210312,0.397386,0.397386,28567700,0.065851,0.083884,18117405,0.34,18498745,0.34,18300000,0.34,0.229851919561243,0.293126142595978,"0",2.13011000365963,2.32948,1.20288,2.3698,1.90964
"14112",0.033125,1744056000,0.198688,18169111000,0.4798,-253300000,1997356000,118923000,7466808000,1738767000,997137000,2735904000,334138000,-2878834000,-2758722000,-3947236000,7539451000,6350937000,7419339000,18241754000,24735571060,32154910060,2.818,15.2206,0.018741,0.0657,1.7698,3.6632,11.7529,18.4929,18.4369,11.186,16.0987,0.145083,0.206177,0.180646,0.266283,0.269815,0.142201,5.558467,-0.01375,0.010925,0.00316,0.003724,0.006061,0.016865,0.018945,-0.032243,-0.082761,0.010481,0.442166,0.311683,0.198688,0.198086,0.18514,0.557834,0.135115,0,0.243478,1,0.934647,0,0.393,28.7544,43.4325,0.44,14.7171,12.6937,8.4038,24.801,-3.7035,0.8458,2.2534,2.1062,0.5934,0.7045,0.095326,0.014185,0.081141,0.068633,0.163958,0.10917,0.077847,0.07276,0,0.163958,0.269181,0.40763,8.602931,0.065153,0.348154,0.413307,0,0,0.586693,2.7557,2.7118,2.3213,4.3229,4.2541,3.6415,2.2752,5.7962,5.8139,4.6824,4.7,9.5825,8.4686,6.6583,0.187,0.0904,-0.327966,-0.314282,-0.449682,1220839200,0.139082,0.18514,214617000,7.57,214617000,7.53,214617000,7.57,0.421004887278479,0.432668641974084,"0",2.13011000365963,2.32948,1.20288,2.3698,1.90964
